          4,      2017-03-24,      5.3700000000000001,      5.4100000000000001,      5.3499999999999996,      5.3700000000000001,               7708600.0,      5.3700000000000001,NOK                                               ,       NULL
          5,      2017-03-23,      5.3499999999999996,      5.4100000000000001,      5.3300000000000001,      5.3799999999999999,               7050700.0,      5.3799999999999999,NOK                                               ,       NULL
          6,      2017-03-22,      5.3499999999999996,      5.3899999999999997,      5.2999999999999998,      5.3899999999999997,              14704000.0,      5.3899999999999997,NOK                                               ,       NULL
          7,      2017-03-21,                    5.54,      5.5599999999999996,      5.4000000000000004,      5.4000000000000004,              18328900.0,      5.4000000000000004,NOK                                               ,       NULL
          8,      2017-03-20,      5.5300000000000002,      5.5700000000000003,                     5.5,                    5.54,              18719800.0,                    5.54,NOK                                               ,       NULL
          9,      2017-03-17,      5.4900000000000002,                     5.5,      5.4500000000000002,                    5.46,               9137300.0,                    5.46,NOK                                               ,       NULL
         10,      2017-03-16,      5.4100000000000001,      5.4800000000000004,      5.4100000000000001,      5.4500000000000002,              10505800.0,      5.4500000000000002,NOK                                               ,       NULL
         11,      2017-03-15,      5.3200000000000003,      5.3899999999999997,      5.2999999999999998,      5.3700000000000001,               8469500.0,      5.3700000000000001,NOK                                               ,       NULL
         12,      2017-03-14,      5.3399999999999999,      5.3399999999999999,      5.2999999999999998,      5.3399999999999999,               4769900.0,      5.3399999999999999,NOK                                               ,       NULL
         13,      2017-03-13,      5.3499999999999996,      5.3700000000000001,      5.3399999999999999,      5.3600000000000003,               6772700.0,      5.3600000000000003,NOK                                               ,       NULL
         14,      2017-03-10,      5.3300000000000001,      5.3799999999999999,      5.3200000000000003,      5.3700000000000001,               9750400.0,      5.3700000000000001,NOK                                               ,       NULL
         15,      2017-03-09,      5.2599999999999998,                    5.29,                    5.25,      5.2800000000000002,               6879600.0,      5.2800000000000002,NOK                                               ,       NULL
         16,      2017-03-08,      5.1900000000000004,      5.2199999999999998,      5.1600000000000001,      5.1799999999999997,               8487400.0,      5.1799999999999997,NOK                                               ,       NULL
         17,      2017-03-07,      5.2300000000000004,                    5.25,                    5.21,      5.2300000000000004,               8366700.0,      5.2300000000000004,NOK                                               ,       NULL
         18,      2017-03-06,                    5.29,      5.2999999999999998,      5.2599999999999998,      5.2800000000000002,               7381800.0,      5.2800000000000002,NOK                                               ,       NULL
         19,      2017-03-03,      5.2599999999999998,                    5.29,      5.2300000000000004,      5.2800000000000002,              11993000.0,      5.2800000000000002,NOK                                               ,       NULL
         20,      2017-03-02,                    5.21,                    5.25,      5.2000000000000002,      5.2199999999999998,              19055200.0,      5.2199999999999998,NOK                                               ,       NULL
         21,      2017-03-01,      5.1699999999999999,                    5.29,      5.1699999999999999,      5.2599999999999998,              20311700.0,      5.2599999999999998,NOK                                               ,       NULL
         22,      2017-02-28,      5.1299999999999999,      5.1799999999999997,      5.1200000000000001,      5.1399999999999997,               9253700.0,      5.1399999999999997,NOK                                               ,       NULL
         23,      2017-02-27,      5.1600000000000001,                    5.21,      5.1399999999999997,      5.1799999999999997,              11380600.0,      5.1799999999999997,NOK                                               ,       NULL
         24,      2017-02-24,      5.0999999999999996,      5.1799999999999997,      5.0899999999999999,      5.1399999999999997,              11570100.0,      5.1399999999999997,NOK                                               ,       NULL
         25,      2017-02-23,      5.1500000000000004,                    5.21,      5.1100000000000003,      5.1500000000000004,              21574900.0,      5.1500000000000004,NOK                                               ,       NULL
         26,      2017-02-22,      5.0300000000000002,      5.1100000000000003,      5.0099999999999998,      5.0999999999999996,              16650600.0,      5.0999999999999996,NOK                                               ,       NULL
         27,      2017-02-21,      5.0300000000000002,      5.0899999999999999,      5.0300000000000002,      5.0899999999999999,              14955500.0,      5.0899999999999999,NOK                                               ,       NULL
         28,      2017-02-17,      5.0099999999999998,      5.0499999999999998,      4.9900000000000002,      5.0499999999999998,               7207400.0,      5.0499999999999998,NOK                                               ,       NULL
         29,      2017-02-16,      5.0499999999999998,      5.0899999999999999,                    5.04,      5.0700000000000003,              14642700.0,      5.0700000000000003,NOK                                               ,       NULL
         30,      2017-02-15,                    4.96,      5.0099999999999998,      4.9500000000000002,                     5.0,              12325200.0,                     5.0,NOK                                               ,       NULL
         31,      2017-02-14,      4.9699999999999998,      4.9900000000000002,      4.9500000000000002,      4.9699999999999998,               7868500.0,      4.9699999999999998,NOK                                               ,       NULL
         32,      2017-02-13,      4.9400000000000004,                     5.0,      4.9299999999999997,                    4.96,              14800900.0,                    4.96,NOK                                               ,       NULL
         33,      2017-02-10,      4.8899999999999997,      4.9100000000000001,      4.8600000000000003,      4.8799999999999999,               6966700.0,      4.8799999999999999,NOK                                               ,       NULL
         34,      2017-02-09,      4.8799999999999999,      4.9400000000000004,      4.8799999999999999,      4.8899999999999997,              12747700.0,      4.8899999999999997,NOK                                               ,       NULL
         35,      2017-02-08,      4.8899999999999997,      4.9199999999999999,      4.8600000000000003,      4.8799999999999999,               8519400.0,      4.8799999999999999,NOK                                               ,       NULL
         36,      2017-02-07,      4.8799999999999999,      4.8899999999999997,      4.8399999999999999,      4.8600000000000003,              11121600.0,      4.8600000000000003,NOK                                               ,       NULL
         37,      2017-02-06,      4.7599999999999998,      4.7800000000000002,      4.7300000000000004,                    4.75,              13359700.0,                    4.75,NOK                                               ,       NULL
         38,      2017-02-03,      4.8300000000000001,      4.8499999999999996,                    4.79,      4.8300000000000001,              11861200.0,      4.8300000000000001,NOK                                               ,       NULL
